reach_id,strahler_ord,Z_u_m,Z_d_m,H_gross_m,A_u_km2,A_d_km2,length_m,slope_pct,mid_lon,mid_lat,is_ror,is_microhydro,hydro_method,Q_mean_m3s,Q40_m3s,Q65_m3s,Q80_m3s,Q90_m3s,Q_jan_m3s,Q_feb_m3s,Q_mar_m3s,Q_apr_m3s,Q_may_m3s,Q_jun_m3s,Q_jul_m3s,Q_aug_m3s,Q_sep_m3s,Q_oct_m3s,Q_nov_m3s,Q_dec_m3s,Q_env_m3s,Q_design_m3s,Q_net_m3s,eta,scale_type,H_net_m,P_inst_kW,annual_energy_MWh,dry_energy_MWh,wet_energy_MWh,E_jan_MWh,E_feb_MWh,E_mar_MWh,E_apr_MWh,E_may_MWh,E_jun_MWh,E_jul_MWh,E_aug_MWh,E_sep_MWh,E_oct_MWh,E_nov_MWh,E_dec_MWh,palika,is_border_river,apportion_factor,capacity_class,cultural_excluded,slope_viable,screened_viable
10856,4,858.0,858.0,0.0,122.69,188.92,123.7,0.0,83.236389,28.115,1,0,WECS_NEA_MIP,6.8469,4.8453,2.738,1.7386,1.3201,1.5063,1.3694,1.5063,2.0541,3.7658,11.9821,23.2795,24.9913,14.3785,6.5046,2.8757,1.7802,0.1369,4.8453,4.7084,0.82,Commercial RoR (>1 MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Resunga,0,1.0,Pico (<5 kW),0,0,0
10857,4,858.0,845.1,12.9,188.92,189.41,583.8,2.21,83.236944,28.1125,1,0,WECS_NEA_MIP,6.8643,4.8578,2.7452,1.7432,1.3237,1.5102,1.3729,1.5102,2.0593,3.7754,12.0126,23.3387,25.0548,14.4151,6.5211,2.883,1.7847,0.1373,4.8578,4.7205,0.82,Commercial RoR (>1 MW),11.6,440.48,2613.15,764.18,1848.97,95.31,77.48,95.31,129.13,252.57,326.37,337.25,337.25,326.37,337.25,184.47,114.37,Resunga,0,1.0,Mini (100-1000 kW),0,1,1
10858,4,845.1,828.4,16.7,189.41,189.89,556.6,3.0,83.238889,28.107778,1,0,WECS_NEA_MIP,6.8814,4.87,2.7522,1.7478,1.3272,1.5139,1.3763,1.5139,2.0644,3.7848,12.0424,23.3967,25.117,14.4509,6.5373,2.8902,1.7892,0.1376,4.87,4.7324,0.82,Commercial RoR (>1 MW),15.0,571.03,3387.55,990.64,2396.91,123.55,100.44,123.55,167.4,327.42,423.09,437.2,437.2,423.09,437.2,239.14,148.27,Resunga,0,1.0,Mini (100-1000 kW),0,1,1
10859,4,828.4,823.5,4.9,189.89,193.17,369.7,1.31,83.240556,28.104444,1,0,WECS_NEA_MIP,6.9978,4.9532,2.8002,1.7789,1.351,1.5395,1.3996,1.5395,2.0994,3.8488,12.2462,23.7927,25.5421,14.6955,6.6479,2.9391,1.8194,0.14,4.9532,4.8132,0.82,Commercial RoR (>1 MW),4.4,170.36,1010.58,295.49,715.09,36.85,29.96,36.85,49.93,97.67,126.23,130.44,130.44,126.23,130.44,71.33,44.22,Resunga,0,1.0,Mini (100-1000 kW),0,0,0
10863,5,857.6,854.4,3.1,232.5,233.1,123.0,2.55,83.326944,28.189444,1,0,GAUGE_TRANSFER_DHM,10.4052,6.3798,3.1899,2.0507,1.4431,2.2891,2.081,2.2891,3.1216,5.7229,18.2091,35.3776,37.9789,21.8509,9.8849,4.3702,2.7053,0.2081,6.3798,6.1717,0.82,Commercial RoR (>1 MW),2.8,69.5,437.38,139.8,297.57,34.87,28.35,34.87,47.25,92.42,103.46,106.91,106.91,103.46,106.91,67.5,41.85,Musikot,1,0.5,Micro (5-100 kW),0,1,1
10871,2,857.1,791.6,65.4,2.89,14.68,422.6,15.48,83.338333,28.037778,1,0,WECS_NEA_MIP,0.5599,0.3863,0.2074,0.1251,0.0926,0.1232,0.112,0.1232,0.168,0.308,0.9799,1.9038,2.0437,1.1759,0.5319,0.2352,0.1456,0.0112,0.3863,0.3751,0.82,Commercial RoR (>1 MW),58.9,177.72,1065.05,316.55,748.5,39.48,32.09,39.48,53.49,104.62,131.78,136.17,136.17,131.78,136.17,76.42,47.38,Gulmidarbar,0,1.0,Mini (100-1000 kW),0,1,1
10873,3,856.6,825.2,31.4,31.55,32.31,564.9,5.56,83.525,28.079444,1,0,WECS_NEA_MIP,1.2131,0.8434,0.4601,0.282,0.2104,0.2669,0.2426,0.2669,0.3639,0.6672,2.1229,4.1245,4.4278,2.5475,1.1524,0.5095,0.3154,0.0243,0.8434,0.8191,0.82,Commercial RoR (>1 MW),28.3,186.47,1113.99,329.43,784.56,41.09,33.4,41.09,55.66,108.89,138.24,142.85,142.85,138.24,142.85,79.53,49.3,Kaligandaki,0,1.0,Mini (100-1000 kW),0,1,1
10874,3,825.2,804.1,21.1,32.31,33.12,523.0,4.04,83.529444,28.078056,1,0,WECS_NEA_MIP,1.2429,0.8644,0.4717,0.2893,0.2159,0.2734,0.2486,0.2734,0.3729,0.6836,2.1751,4.2258,4.5365,2.6101,1.1807,0.522,0.3232,0.0249,0.8644,0.8395,0.82,Commercial RoR (>1 MW),19.0,128.31,766.44,226.61,539.83,28.26,22.98,28.26,38.3,74.9,95.12,98.29,98.29,95.12,98.29,54.7,33.92,Kaligandaki,0,1.0,Mini (100-1000 kW),0,1,1
10875,3,804.1,782.9,21.2,33.12,40.04,458.2,4.63,83.533056,28.075556,1,0,WECS_NEA_MIP,1.4969,1.043,0.5714,0.3517,0.263,0.3293,0.2994,0.3293,0.4491,0.8233,2.6195,5.0894,5.4636,3.1435,1.422,0.6287,0.3892,0.0299,1.043,1.0131,0.82,Commercial RoR (>1 MW),19.1,155.66,929.1,274.42,654.68,34.22,27.83,34.22,46.37,90.69,115.38,119.23,119.23,115.38,119.23,66.24,41.07,Kaligandaki,0,1.0,Mini (100-1000 kW),0,1,1
10876,1,856.6,822.2,34.4,0.5,24.19,164.2,20.95,83.270556,27.996944,1,0,WECS_NEA_MIP,0.9135,0.6333,0.3435,0.2093,0.1557,0.201,0.1827,0.201,0.274,0.5024,1.5986,3.1059,3.3343,1.9183,0.8678,0.3837,0.2375,0.0183,0.6333,0.615,0.82,Commercial RoR (>1 MW),31.0,153.36,917.25,271.74,645.51,33.9,27.55,33.9,45.91,89.82,113.71,117.5,117.5,113.71,117.5,65.61,40.67,Resunga,0,1.0,Mini (100-1000 kW),0,1,1
10882,5,856.1,841.1,15.0,554.31,554.82,587.5,2.55,83.215556,28.246389,1,0,GAUGE_TRANSFER_DHM,21.7454,13.333,6.6665,4.2856,3.0158,4.784,4.3491,4.784,6.5236,11.96,38.0545,73.9345,79.3708,45.6654,20.6582,9.1331,5.6538,0.4349,13.333,12.8981,0.82,Commercial RoR (>1 MW),13.5,700.35,4407.11,1408.67,2998.43,351.39,285.65,351.39,476.07,931.18,1042.5,1077.25,1077.25,1042.5,1077.25,680.11,421.67,Musikot,1,0.5,Mini (100-1000 kW),0,1,1
10883,5,841.1,832.1,9.1,554.82,556.06,596.5,1.52,83.218056,28.242778,1,0,GAUGE_TRANSFER_DHM,21.7867,13.3583,6.6791,4.2937,3.0215,4.7931,4.3573,4.7931,6.536,11.9827,38.1268,74.0749,79.5216,45.7522,20.6974,9.1504,5.6646,0.4357,13.3583,12.9226,0.82,Commercial RoR (>1 MW),8.2,426.2,2681.99,857.27,1824.73,213.84,173.83,213.84,289.72,566.68,634.43,655.57,655.57,634.43,655.57,413.89,256.61,Musikot,1,0.5,Mini (100-1000 kW),0,1,1
10884,5,832.1,832.0,0.0,556.06,563.59,123.7,0.0,83.220556,28.240556,1,0,GAUGE_TRANSFER_DHM,22.0373,13.5119,6.7559,4.3431,3.0563,4.8482,4.4075,4.8482,6.6112,12.1205,38.5652,74.9267,80.436,46.2783,20.9354,9.2557,5.7297,0.4407,13.5119,13.0712,0.82,Commercial RoR (>1 MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Musikot,1,0.5,Pico (<5 kW),0,0,0
10887,1,855.5,783.7,71.8,0.51,263.05,583.2,12.31,83.265833,28.118056,1,0,GAUGE_TRANSFER_DHM,11.5311,7.0702,3.5351,2.2726,1.5992,2.5368,2.3062,2.5368,3.4593,6.3421,20.1795,39.2058,42.0886,24.2153,10.9546,4.8431,2.9981,0.2306,7.0702,6.8396,0.82,Commercial RoR (>1 MW),64.6,1777.12,11182.94,3574.47,7608.48,891.63,724.82,891.63,1208.02,2362.85,2645.33,2733.51,2733.51,2645.33,2733.51,1725.78,1069.98,Musikot,1,0.5,Small/Medium RoR (>1 MW),0,1,1
10892,1,855.4,780.8,74.6,0.5,0.71,533.3,13.99,83.314444,28.136667,0,1,WECS_NEA_MIP,0.0288,0.0193,0.0097,0.0055,0.004,0.0063,0.0058,0.0063,0.0086,0.0158,0.0504,0.0978,0.105,0.0604,0.0273,0.0121,0.0075,0.0006,0.0097,0.0091,0.65,Micro/Mini Hydro (<1 MW),67.1,3.89,31.1,12.87,18.23,1.81,1.5,1.81,2.46,3.09,2.99,3.09,3.09,2.99,3.09,2.99,2.2,Musikot,0,1.0,Pico (<5 kW),0,1,0
10893,1,780.8,680.8,100.0,0.71,0.89,534.0,18.73,83.309722,28.136667,0,1,WECS_NEA_MIP,0.0359,0.0241,0.0122,0.007,0.005,0.0079,0.0072,0.0079,0.0108,0.0197,0.0628,0.1221,0.1311,0.0754,0.0341,0.0151,0.0093,0.0007,0.0122,0.0115,0.65,Micro/Mini Hydro (<1 MW),90.0,6.6,52.46,21.71,30.75,3.07,2.51,3.07,4.17,5.21,5.04,5.21,5.21,5.04,5.21,5.04,3.67,Musikot,0,1.0,Micro (5-100 kW),0,1,1
10894,5,680.8,680.8,0.0,0.89,951.34,41.2,0.0,83.308333,28.135278,1,0,GAUGE_TRANSFER_DHM,34.3894,21.0855,10.5427,6.7775,4.7693,7.5657,6.8779,7.5657,10.3168,18.9142,60.1814,116.9239,125.5212,72.2177,32.6699,14.4435,8.9412,0.6878,21.0855,20.3977,0.82,Commercial RoR (>1 MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Musikot,1,0.5,Pico (<5 kW),0,0,0
10899,3,854.6,850.0,4.6,42.72,42.98,577.2,0.8,83.246944,28.156667,1,0,WECS_NEA_MIP,1.6045,1.1188,0.6138,0.3783,0.2831,0.353,0.3209,0.353,0.4814,0.8825,2.8079,5.4554,5.8565,3.3695,1.5243,0.6739,0.4172,0.0321,1.1188,1.0867,0.82,Commercial RoR (>1 MW),4.1,35.84,213.87,63.14,150.74,7.87,6.4,7.87,10.67,20.87,26.57,27.45,27.45,26.57,27.45,15.24,9.45,Isma,0,1.0,Micro (5-100 kW),0,0,0
10900,3,850.0,850.0,0.0,42.98,44.4,371.1,0.0,83.246944,28.152778,1,0,WECS_NEA_MIP,1.6565,1.1554,0.6342,0.3912,0.2928,0.3644,0.3313,0.3644,0.4969,0.911,2.8988,5.6319,6.046,3.4785,1.5736,0.6957,0.4307,0.0331,1.1554,1.1223,0.82,Commercial RoR (>1 MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Isma,0,1.0,Pico (<5 kW),0,0,0
10927,1,852.2,751.5,100.7,0.66,1.35,594.1,16.96,83.444167,28.033333,0,1,WECS_NEA_MIP,0.054,0.0364,0.0186,0.0107,0.0077,0.0119,0.0108,0.0119,0.0162,0.0297,0.0945,0.1836,0.1971,0.1134,0.0513,0.0227,0.014,0.0011,0.0186,0.0175,0.65,Micro/Mini Hydro (<1 MW),90.6,10.11,80.06,32.87,47.19,4.64,3.77,4.64,6.28,7.99,7.74,7.99,7.99,7.74,7.99,7.74,5.54,Satyawati,0,1.0,Micro (5-100 kW),0,1,1
10928,1,751.5,692.3,59.2,1.35,11.6,494.7,11.96,83.446111,28.029444,1,0,WECS_NEA_MIP,0.4445,0.3059,0.1635,0.0982,0.0725,0.0978,0.0889,0.0978,0.1334,0.2445,0.7779,1.5114,1.6226,0.9335,0.4223,0.1867,0.1156,0.0089,0.3059,0.297,0.82,Commercial RoR (>1 MW),53.3,127.34,763.89,227.39,536.49,28.36,23.05,28.36,38.43,75.16,94.43,97.58,97.58,94.43,97.58,54.89,34.04,Satyawati,0,1.0,Mini (100-1000 kW),0,1,1
10940,4,850.8,825.9,24.9,120.78,122.33,589.8,4.22,83.390833,28.088333,1,0,WECS_NEA_MIP,4.4722,3.1511,1.7652,1.1112,0.8401,0.9839,0.8944,0.9839,1.3417,2.4597,7.8264,15.2056,16.3237,9.3917,4.2486,1.8783,1.1628,0.0894,3.1511,3.0617,0.82,Commercial RoR (>1 MW),22.4,551.69,3278.48,961.45,2317.04,119.92,97.48,119.92,162.47,317.77,408.81,422.44,422.44,408.81,422.44,232.09,143.9,Chandrakot,0,1.0,Mini (100-1000 kW),0,1,1
10948,3,850.0,850.0,0.0,44.4,45.49,402.0,0.0,83.249167,28.149722,1,0,WECS_NEA_MIP,1.6963,1.1834,0.65,0.4011,0.3003,0.3732,0.3393,0.3732,0.5089,0.933,2.9685,5.7674,6.1915,3.5622,1.6115,0.7124,0.441,0.0339,1.1834,1.1495,0.82,Commercial RoR (>1 MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Isma,0,1.0,Pico (<5 kW),0,0,0
10949,3,850.0,850.0,0.0,45.49,46.38,618.4,0.0,83.250278,28.145833,1,0,WECS_NEA_MIP,1.7288,1.2064,0.6628,0.4092,0.3064,0.3803,0.3458,0.3803,0.5186,0.9508,3.0254,5.878,6.3102,3.6305,1.6424,0.7261,0.4495,0.0346,1.2064,1.1718,0.82,Commercial RoR (>1 MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Isma,0,1.0,Pico (<5 kW),0,0,0
10950,3,850.0,850.0,0.0,46.38,48.28,41.2,0.0,83.252222,28.143333,1,0,WECS_NEA_MIP,1.7982,1.2553,0.6902,0.4265,0.3195,0.3956,0.3596,0.3956,0.5395,0.989,3.1468,6.1138,6.5634,3.7762,1.7083,0.7552,0.4675,0.036,1.2553,1.2193,0.82,Commercial RoR (>1 MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Isma,0,1.0,Pico (<5 kW),0,0,0
10951,3,850.0,839.8,10.1,48.28,49.13,618.4,1.64,83.253889,28.140833,1,0,WECS_NEA_MIP,1.8292,1.2772,0.7025,0.4342,0.3253,0.4024,0.3658,0.4024,0.5488,1.0061,3.2011,6.2193,6.6766,3.8413,1.7377,0.7683,0.4756,0.0366,1.2772,1.2406,0.82,Commercial RoR (>1 MW),9.1,90.81,541.62,159.74,381.87,19.92,16.19,19.92,27.0,52.8,67.32,69.56,69.56,67.32,69.56,38.56,23.91,Isma,0,1.0,Micro (5-100 kW),0,1,1
10952,3,839.8,839.8,0.0,49.13,50.87,247.4,0.0,83.255,28.1375,1,0,WECS_NEA_MIP,1.8927,1.3219,0.7277,0.4501,0.3373,0.4164,0.3785,0.4164,0.5678,1.041,3.3122,6.4351,6.9083,3.9746,1.798,0.7949,0.4921,0.0379,1.3219,1.2841,0.82,Commercial RoR (>1 MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Isma,0,1.0,Pico (<5 kW),0,0,0
10973,1,848.8,733.5,115.3,0.51,126.74,353.4,32.62,83.377778,28.076389,1,0,WECS_NEA_MIP,4.6302,3.2636,1.8295,1.1525,0.8716,1.0186,0.926,1.0186,1.3891,2.5466,8.1028,15.7426,16.9002,9.7234,4.3987,1.9447,1.2038,0.0926,3.2636,3.171,0.82,Commercial RoR (>1 MW),103.8,2647.75,15732.32,4612.41,11119.91,575.26,467.63,575.26,779.44,1524.5,1962.05,2027.45,2027.45,1962.05,2027.45,1113.47,690.31,Chandrakot,0,1.0,Small/Medium RoR (>1 MW),0,1,1
10976,5,848.4,844.0,4.5,234.16,234.85,481.1,0.93,83.321111,28.190278,1,0,GAUGE_TRANSFER_DHM,10.4715,6.4205,3.2103,2.0637,1.4523,2.3037,2.0943,2.3037,3.1415,5.7594,18.3252,35.6033,38.2211,21.9902,9.948,4.398,2.7226,0.2094,6.4205,6.2111,0.82,Commercial RoR (>1 MW),4.0,99.92,628.82,201.0,427.82,50.14,40.76,50.14,67.93,132.86,148.75,153.7,153.7,148.75,153.7,97.04,60.16,Musikot,1,0.5,Micro (5-100 kW),0,0,0
10977,5,844.0,839.5,4.5,234.85,235.58,523.0,0.86,83.316667,28.190833,1,0,GAUGE_TRANSFER_DHM,10.4992,6.4375,3.2187,2.0692,1.4561,2.3098,2.0998,2.3098,3.1498,5.7746,18.3736,35.6973,38.3221,22.0483,9.9742,4.4097,2.7298,0.21,6.4375,6.2275,0.82,Commercial RoR (>1 MW),4.0,100.19,630.48,201.52,428.95,50.27,40.86,50.27,68.11,133.21,149.14,154.11,154.11,149.14,154.11,97.3,60.32,Musikot,1,0.5,Mini (100-1000 kW),0,0,0
10978,5,839.5,839.5,0.0,235.58,236.66,386.7,0.0,83.313333,28.193333,1,0,GAUGE_TRANSFER_DHM,10.5401,6.4625,3.2313,2.0772,1.4618,2.3188,2.108,2.3188,3.162,5.7971,18.4452,35.8364,38.4714,22.1342,10.0131,4.4268,2.7404,0.2108,6.4625,6.2517,0.82,Commercial RoR (>1 MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Musikot,1,0.5,Pico (<5 kW),0,0,0
10994,1,847.0,773.0,74.0,0.59,9.24,226.8,32.63,83.393611,28.064444,0,1,WECS_NEA_MIP,0.3557,0.2442,0.1299,0.0777,0.0572,0.0783,0.0711,0.0783,0.1067,0.1956,0.6225,1.2094,1.2984,0.747,0.3379,0.1494,0.0925,0.0071,0.1299,0.1228,0.65,Micro/Mini Hydro (<1 MW),66.6,52.15,404.02,161.74,242.29,22.5,18.26,22.5,30.45,41.04,39.72,41.04,41.04,39.72,41.04,39.72,26.98,Chandrakot,0,1.0,Micro (5-100 kW),0,1,1
11003,1,845.7,702.4,143.3,0.53,0.87,587.5,24.39,83.316111,27.927222,0,1,WECS_NEA_MIP,0.0351,0.0235,0.0119,0.0068,0.0049,0.0077,0.007,0.0077,0.0105,0.0193,0.0614,0.1194,0.1282,0.0737,0.0334,0.0147,0.0091,0.0007,0.0119,0.0112,0.65,Micro/Mini Hydro (<1 MW),129.0,9.21,73.27,30.28,42.99,4.28,3.48,4.28,5.8,7.28,7.05,7.28,7.28,7.05,7.28,7.05,5.14,Chatrakot,0,1.0,Micro (5-100 kW),0,1,1
11005,1,845.6,701.8,143.8,0.5,0.65,555.2,25.9,83.3225,28.126389,0,1,WECS_NEA_MIP,0.0264,0.0176,0.0089,0.005,0.0036,0.0058,0.0053,0.0058,0.0079,0.0145,0.0462,0.0897,0.0963,0.0554,0.0251,0.0111,0.0069,0.0005,0.0089,0.0084,0.65,Micro/Mini Hydro (<1 MW),129.4,6.93,55.21,22.96,32.25,3.25,2.66,3.25,4.4,5.46,5.29,5.46,5.46,5.29,5.46,5.29,3.93,Musikot,0,1.0,Micro (5-100 kW),0,1,1
11006,1,701.8,669.6,32.2,0.65,957.94,190.9,16.89,83.319444,28.125833,1,0,GAUGE_TRANSFER_DHM,34.5921,21.2097,10.6049,6.8174,4.7974,7.6103,6.9184,7.6103,10.3776,19.0256,60.5361,117.613,126.261,72.6433,32.8625,14.5287,8.9939,0.6918,21.2097,20.5179,0.82,Commercial RoR (>1 MW),29.0,2393.22,15060.03,4813.76,10246.27,1200.79,976.12,1200.79,1626.86,3182.04,3562.44,3681.19,3681.19,3562.44,3681.19,2324.09,1440.93,Musikot,1,0.5,Small/Medium RoR (>1 MW),0,1,1
11007,1,845.6,741.7,103.9,0.69,1.28,537.0,19.35,83.276111,28.176667,0,1,WECS_NEA_MIP,0.0513,0.0345,0.0176,0.0101,0.0073,0.0113,0.0103,0.0113,0.0154,0.0282,0.0897,0.1743,0.1871,0.1077,0.0487,0.0215,0.0133,0.001,0.0176,0.0166,0.65,Micro/Mini Hydro (<1 MW),93.5,9.9,78.39,32.31,46.09,4.57,3.73,4.57,6.18,7.81,7.56,7.81,7.81,7.56,7.81,7.56,5.46,Musikot,0,1.0,Micro (5-100 kW),0,1,1
11008,1,741.7,713.2,28.5,1.28,922.33,311.5,9.15,83.279722,28.176667,1,0,GAUGE_TRANSFER_DHM,33.4959,20.5377,10.2688,6.6014,4.6454,7.3691,6.6992,7.3691,10.0488,18.4228,58.6179,113.8862,122.2602,70.3415,31.8211,14.0683,8.7089,0.6699,20.5377,19.8678,0.82,Commercial RoR (>1 MW),25.7,2053.7,12923.41,4130.8,8792.61,1030.41,837.63,1030.41,1396.05,2730.6,3057.03,3158.94,3158.94,3057.03,3158.94,1994.35,1236.49,Musikot,1,0.5,Small/Medium RoR (>1 MW),0,1,1
11063,4,839.8,839.8,0.0,50.87,52.44,371.1,0.0,83.255833,28.135,1,0,WECS_NEA_MIP,1.9499,1.3623,0.7503,0.4644,0.3481,0.429,0.39,0.429,0.585,1.0724,3.4123,6.6297,7.1171,4.0948,1.8524,0.819,0.507,0.039,1.3623,1.3233,0.82,Commercial RoR (>1 MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Isma,0,1.0,Pico (<5 kW),0,0,0
11064,4,839.8,839.8,0.0,52.44,53.01,608.1,0.0,83.258056,28.131111,1,0,WECS_NEA_MIP,1.9707,1.377,0.7586,0.4696,0.3521,0.4335,0.3941,0.4335,0.5912,1.0839,3.4487,6.7003,7.1929,4.1384,1.8721,0.8277,0.5124,0.0394,1.377,1.3376,0.82,Commercial RoR (>1 MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Isma,0,1.0,Pico (<5 kW),0,0,0
11065,4,839.8,838.1,1.7,53.01,53.63,546.3,0.31,83.258611,28.126389,1,0,WECS_NEA_MIP,1.9933,1.3929,0.7675,0.4752,0.3563,0.4385,0.3987,0.4385,0.598,1.0963,3.4882,6.7771,7.2754,4.1858,1.8936,0.8372,0.5182,0.0399,1.3929,1.353,0.82,Commercial RoR (>1 MW),1.5,16.33,97.33,28.69,68.64,3.58,2.91,3.58,4.85,9.48,12.1,12.5,12.5,12.1,12.5,6.93,4.29,Isma,0,1.0,Micro (5-100 kW),0,0,0
11066,4,838.1,826.7,11.4,53.63,54.27,237.1,4.82,83.258611,28.123056,1,0,WECS_NEA_MIP,2.0166,1.4094,0.7768,0.4811,0.3608,0.4436,0.4033,0.4436,0.605,1.1091,3.529,6.8563,7.3605,4.2348,1.9157,0.847,0.5243,0.0403,1.4094,1.3691,0.82,Commercial RoR (>1 MW),10.3,113.44,676.27,199.34,476.93,24.86,20.21,24.86,33.69,65.89,84.08,86.88,86.88,84.08,86.88,48.12,29.84,Isma,0,1.0,Mini (100-1000 kW),0,1,1
11067,3,839.8,824.1,15.7,28.49,29.34,618.4,2.53,83.564444,28.098611,1,0,WECS_NEA_MIP,1.1037,0.7666,0.4174,0.2553,0.1903,0.2428,0.2207,0.2428,0.3311,0.607,1.9315,3.7526,4.0285,2.3178,1.0485,0.4636,0.287,0.0221,0.7666,0.7445,0.82,Commercial RoR (>1 MW),14.1,84.44,504.67,149.33,355.34,18.62,15.14,18.62,25.23,49.36,62.6,64.69,64.69,62.6,64.69,36.05,22.35,Kaligandaki,0,1.0,Micro (5-100 kW),0,1,1
11068,3,824.1,811.9,12.2,29.34,30.11,206.1,5.91,83.5625,28.095556,1,0,WECS_NEA_MIP,1.1321,0.7866,0.4284,0.2622,0.1955,0.2491,0.2264,0.2491,0.3396,0.6226,1.9812,3.8491,4.1321,2.3774,1.0755,0.4755,0.2943,0.0226,0.7866,0.764,0.82,Commercial RoR (>1 MW),11.0,67.6,403.96,119.52,284.44,14.91,12.12,14.91,20.2,39.5,50.11,51.78,51.78,50.11,51.78,28.85,17.89,Kaligandaki,0,1.0,Micro (5-100 kW),0,1,1
11075,3,839.6,822.2,17.4,23.39,24.19,611.1,2.85,83.270278,27.999444,1,0,WECS_NEA_MIP,0.9135,0.6333,0.3435,0.2093,0.1557,0.201,0.1827,0.201,0.274,0.5024,1.5986,3.1059,3.3343,1.9183,0.8678,0.3837,0.2375,0.0183,0.6333,0.615,0.82,Commercial RoR (>1 MW),15.7,77.67,464.54,137.62,326.92,17.17,13.95,17.17,23.25,45.49,57.59,59.51,59.51,57.59,59.51,33.23,20.6,Resunga,0,1.0,Micro (5-100 kW),0,1,1
11076,5,839.5,820.9,18.5,236.66,237.81,642.0,2.89,83.31,28.195556,1,0,GAUGE_TRANSFER_DHM,10.5836,6.4892,3.2446,2.0858,1.4678,2.3284,2.1167,2.3284,3.1751,5.821,18.5213,35.9843,38.6302,22.2256,10.0544,4.4451,2.7517,0.2117,6.4892,6.2775,0.82,Commercial RoR (>1 MW),16.7,421.65,2653.38,848.12,1805.26,211.56,171.97,211.56,286.63,560.64,627.66,648.58,648.58,627.66,648.58,409.47,253.87,Musikot,1,0.5,Mini (100-1000 kW),0,1,1
11080,1,839.0,685.8,153.2,0.5,273.43,226.8,67.56,83.296944,28.121111,1,0,GAUGE_TRANSFER_DHM,11.9168,7.3066,3.6533,2.3486,1.6527,2.6217,2.3834,2.6217,3.575,6.5542,20.8543,40.517,43.4962,25.0252,11.3209,5.005,3.0984,0.2383,7.3066,7.0683,0.82,Commercial RoR (>1 MW),137.9,3920.41,24670.3,7885.63,16784.67,1967.06,1599.06,1967.06,2665.0,5212.61,5835.73,6030.25,6030.25,5835.73,6030.25,3807.13,2360.49,Musikot,1,0.5,Small/Medium RoR (>1 MW),0,1,1
11098,1,836.3,718.0,118.4,0.5,10.34,288.6,41.01,83.388889,28.061667,1,0,WECS_NEA_MIP,0.3972,0.273,0.1456,0.0872,0.0643,0.0874,0.0794,0.0874,0.1192,0.2184,0.695,1.3504,1.4497,0.8341,0.3773,0.1668,0.1033,0.0079,0.273,0.2651,0.82,Commercial RoR (>1 MW),106.6,227.33,1364.24,406.52,957.72,50.72,41.2,50.72,68.72,134.3,168.55,174.17,174.17,168.55,174.17,98.11,60.86,Chandrakot,0,1.0,Mini (100-1000 kW),0,1,1
11108,1,834.5,775.7,58.8,0.64,1.05,505.4,11.63,83.315556,27.965278,0,1,WECS_NEA_MIP,0.0422,0.0284,0.0144,0.0083,0.006,0.0093,0.0084,0.0093,0.0127,0.0232,0.0739,0.1435,0.1541,0.0887,0.0401,0.0177,0.011,0.0008,0.0144,0.0136,0.65,Micro/Mini Hydro (<1 MW),52.9,4.59,36.39,15.05,21.33,2.13,1.72,2.13,2.89,3.61,3.5,3.61,3.61,3.5,3.61,3.5,2.56,Chatrakot,0,1.0,Pico (<5 kW),0,1,0
11109,1,775.7,735.6,40.1,1.05,35.9,538.3,7.46,83.311111,27.966944,1,0,WECS_NEA_MIP,1.345,0.9362,0.5117,0.3143,0.2347,0.2959,0.269,0.2959,0.4035,0.7398,2.3538,4.5731,4.9094,2.8246,1.2778,0.5649,0.3497,0.0269,0.9362,0.9093,0.82,Commercial RoR (>1 MW),36.1,264.06,1576.78,465.99,1110.79,58.12,47.24,58.12,78.74,154.03,195.75,202.27,202.27,195.75,202.27,112.49,69.74,Chatrakot,0,1.0,Mini (100-1000 kW),0,1,1
