District,Year,Annual_Average_Solar_Irradiance_kWh_m2_day
Dhading,1989,5.0978
Dhading,1990,4.9375
Dhading,1991,4.8161
Dhading,1992,5.125
Dhading,1993,4.913
Dhading,1994,5.1838
Dhading,1995,5.1475
Dhading,1996,5.0722
Dhading,1997,5.0443
Dhading,1998,4.9111
Dhading,1999,5.1108
Dhading,2000,4.8989
Dhading,2001,5.0198
Dhading,2002,4.8593
Dhading,2003,4.9502
Dhading,2004,4.8494
Dhading,2005,4.9954
Dhading,2006,4.9483
Dhading,2007,4.7808
Dhading,2008,4.8869
Dhading,2009,5.1161
Dhading,2010,4.9879
Dhading,2011,4.8967
Dhading,2012,5.0808
Dhading,2013,4.8614
Dhading,2014,4.9855
Dhading,2015,4.8595
Dhading,2016,4.7882
Dhading,2017,4.8972
Dhading,2018,4.8048
Dhading,2019,4.757
Dhading,2020,4.5466
Dhading,2021,4.505
Dhading,2022,4.7222
Dhading,2023,4.7338
Dhading,2024,4.6802
Dolakha,1984,4.7962
Dolakha,1985,4.7261
Dolakha,1986,4.9294
Dolakha,1987,4.7609
Dolakha,1988,4.8014
Dolakha,1989,4.9649
Dolakha,1990,4.836
Dolakha,1991,4.993
Dolakha,1992,5.0743
Dolakha,1993,4.8852
Dolakha,1994,5.0182
Dolakha,1995,4.9591
Dolakha,1996,5.0138
Dolakha,1997,4.8686
Dolakha,1998,4.7462
Dolakha,1999,4.6166
Dolakha,2000,4.6361
Dolakha,2001,4.6603
Dolakha,2002,4.4518
Dolakha,2003,4.4491
Dolakha,2004,4.3824
Dolakha,2005,4.583
Dolakha,2006,4.5377
Dolakha,2007,4.4412
Dolakha,2008,4.5451
Dolakha,2009,4.7923
Dolakha,2010,4.7534
Dolakha,2011,4.5094
Dolakha,2012,4.8547
Dolakha,2013,4.6054
Dolakha,2014,4.7023
Dolakha,2015,4.4738
Dolakha,2016,4.5
Dolakha,2017,4.4959
Dolakha,2018,4.3843
Dolakha,2019,4.3855
Dolakha,2020,4.2144
Dolakha,2021,4.2511
Dolakha,2022,4.2103
Dolakha,2023,4.2982
Dolakha,2024,4.2494
Kathmandu,1984,4.9234
Kathmandu,1985,5.0628
Kathmandu,1986,5.2992
Kathmandu,1987,4.9788
Kathmandu,1988,4.9824
Kathmandu,1989,5.2193
Kathmandu,1990,4.9512
Kathmandu,1991,4.9735
Kathmandu,1992,5.1319
Kathmandu,1993,4.9202
Kathmandu,1994,5.1158
Kathmandu,1995,5.2294
Kathmandu,1996,5.1775
Kathmandu,1997,5.0962
Kathmandu,1998,4.9963
Kathmandu,1999,5.0042
Kathmandu,2000,4.854
Kathmandu,2001,4.8502
Kathmandu,2002,4.7609
Kathmandu,2003,4.8228
Kathmandu,2004,4.6644
Kathmandu,2005,4.8794
Kathmandu,2006,4.8223
Kathmandu,2007,4.7018
Kathmandu,2008,4.8082
Kathmandu,2009,4.9913
Kathmandu,2010,4.9428
Kathmandu,2011,4.7837
Kathmandu,2012,5.0978
Kathmandu,2013,4.847
Kathmandu,2014,4.9495
Kathmandu,2015,4.745
Kathmandu,2016,4.7038
Kathmandu,2017,4.8197
Kathmandu,2018,4.6949
Kathmandu,2019,4.6896
Kathmandu,2020,4.4837
Kathmandu,2021,4.4868
Kathmandu,2022,4.608
Kathmandu,2023,4.6798
Kathmandu,2024,4.6334
Kavrepalanchok,1984,4.9234
Kavrepalanchok,1985,5.0628
Kavrepalanchok,1986,5.2992
Kavrepalanchok,1987,4.9788
Kavrepalanchok,1988,4.9824
Kavrepalanchok,1989,5.2193
Kavrepalanchok,1990,4.9512
Kavrepalanchok,1991,4.9735
Kavrepalanchok,1992,5.1319
Kavrepalanchok,1993,4.9202
Kavrepalanchok,1994,5.1158
Kavrepalanchok,1995,5.2294
Kavrepalanchok,1996,5.1775
Kavrepalanchok,1997,5.0962
Kavrepalanchok,1998,4.9963
Kavrepalanchok,1999,5.0042
Kavrepalanchok,2000,4.854
Kavrepalanchok,2001,4.8502
Kavrepalanchok,2002,4.7609
Kavrepalanchok,2003,4.8228
Kavrepalanchok,2004,4.6644
Kavrepalanchok,2005,4.8794
Kavrepalanchok,2006,4.8223
Kavrepalanchok,2007,4.7018
Kavrepalanchok,2008,4.8082
Kavrepalanchok,2009,4.9913
Kavrepalanchok,2010,4.9428
Kavrepalanchok,2011,4.7837
Kavrepalanchok,2012,5.0978
Kavrepalanchok,2013,4.847
Kavrepalanchok,2014,4.9495
Kavrepalanchok,2015,4.745
Kavrepalanchok,2016,4.7038
Kavrepalanchok,2017,4.8197
Kavrepalanchok,2018,4.6949
Kavrepalanchok,2019,4.6896
Kavrepalanchok,2020,4.4837
Kavrepalanchok,2021,4.4868
Kavrepalanchok,2022,4.608
Kavrepalanchok,2023,4.6798
Kavrepalanchok,2024,4.6334
Lalitpur,1984,4.9234
Lalitpur,1985,5.0628
Lalitpur,1986,5.2992
Lalitpur,1987,4.9788
Lalitpur,1988,4.9824
Lalitpur,1989,5.2193
Lalitpur,1990,4.9512
Lalitpur,1991,4.9735
Lalitpur,1992,5.1319
Lalitpur,1993,4.9202
Lalitpur,1994,5.1158
Lalitpur,1995,5.2294
Lalitpur,1996,5.1775
Lalitpur,1997,5.0962
Lalitpur,1998,4.9963
Lalitpur,1999,5.0042
Lalitpur,2000,4.854
Lalitpur,2001,4.8502
Lalitpur,2002,4.7609
Lalitpur,2003,4.8228
Lalitpur,2004,4.6644
Lalitpur,2005,4.8794
Lalitpur,2006,4.8223
Lalitpur,2007,4.7018
Lalitpur,2008,4.8082
Lalitpur,2009,4.9913
Lalitpur,2010,4.9428
Lalitpur,2011,4.7837
Lalitpur,2012,5.0978
Lalitpur,2013,4.847
Lalitpur,2014,4.9495
Lalitpur,2015,4.745
Lalitpur,2016,4.7038
Lalitpur,2017,4.8197
Lalitpur,2018,4.6949
Lalitpur,2019,4.6896
Lalitpur,2020,4.4837
Lalitpur,2021,4.4868
Lalitpur,2022,4.608
Lalitpur,2023,4.6798
Lalitpur,2024,4.6334
Makwanpur,1984,4.9234
Makwanpur,1985,5.0628
Makwanpur,1986,5.2992
Makwanpur,1987,4.9788
Makwanpur,1988,4.9824
Makwanpur,1989,5.2193
Makwanpur,1990,4.9512
Makwanpur,1991,4.9735
Makwanpur,1992,5.1319
Makwanpur,1993,4.9202
Makwanpur,1994,5.1158
Makwanpur,1995,5.2294
Makwanpur,1996,5.1775
Makwanpur,1997,5.0962
Makwanpur,1998,4.9963
Makwanpur,1999,5.0042
Makwanpur,2000,4.854
Makwanpur,2001,4.8502
Makwanpur,2002,4.7609
Makwanpur,2003,4.8228
Makwanpur,2004,4.6644
Makwanpur,2005,4.8794
Makwanpur,2006,4.8223
Makwanpur,2007,4.7018
Makwanpur,2008,4.8082
Makwanpur,2009,4.9913
Makwanpur,2010,4.9428
Makwanpur,2011,4.7837
Makwanpur,2012,5.0978
Makwanpur,2013,4.847
Makwanpur,2014,4.9495
Makwanpur,2015,4.745
Makwanpur,2016,4.7038
Makwanpur,2017,4.8197
Makwanpur,2018,4.6949
Makwanpur,2019,4.6896
Makwanpur,2020,4.4837
Makwanpur,2021,4.4868
Makwanpur,2022,4.608
Makwanpur,2023,4.6798
Makwanpur,2024,4.6334
Nuwakot,1984,4.9234
Nuwakot,1985,5.0628
Nuwakot,1986,5.2992
Nuwakot,1987,4.9788
Nuwakot,1988,4.9824
Nuwakot,1989,5.2193
Nuwakot,1990,4.9512
Nuwakot,1991,4.9735
Nuwakot,1992,5.1319
Nuwakot,1993,4.9202
Nuwakot,1994,5.1158
Nuwakot,1995,5.2294
Nuwakot,1996,5.1775
Nuwakot,1997,5.0962
Nuwakot,1998,4.9963
Nuwakot,1999,5.0042
Nuwakot,2000,4.854
Nuwakot,2001,4.8502
Nuwakot,2002,4.7609
Nuwakot,2003,4.8228
Nuwakot,2004,4.6644
Nuwakot,2005,4.8794
Nuwakot,2006,4.8223
Nuwakot,2007,4.7018
Nuwakot,2008,4.8082
Nuwakot,2009,4.9913
Nuwakot,2010,4.9428
Nuwakot,2011,4.7837
Nuwakot,2012,5.0978
Nuwakot,2013,4.847
Nuwakot,2014,4.9495
Nuwakot,2015,4.745
Nuwakot,2016,4.7038
Nuwakot,2017,4.8197
Nuwakot,2018,4.6949
Nuwakot,2019,4.6896
Nuwakot,2020,4.4837
Nuwakot,2021,4.4868
Nuwakot,2022,4.608
Nuwakot,2023,4.6798
Nuwakot,2024,4.6334
Ramechhap,1984,4.7962
Ramechhap,1985,4.7261
Ramechhap,1986,4.9294
Ramechhap,1987,4.7609
Ramechhap,1988,4.8014
Ramechhap,1989,4.9649
Ramechhap,1990,4.836
Ramechhap,1991,4.993
Ramechhap,1992,5.0743
Ramechhap,1993,4.8852
Ramechhap,1994,5.0182
Ramechhap,1995,4.9591
Ramechhap,1996,5.0138
Ramechhap,1997,4.8686
Ramechhap,1998,4.7462
Ramechhap,1999,4.6166
Ramechhap,2000,4.6361
Ramechhap,2001,4.6603
Ramechhap,2002,4.4518
Ramechhap,2003,4.4491
Ramechhap,2004,4.3824
Ramechhap,2005,4.583
Ramechhap,2006,4.5377
Ramechhap,2007,4.4412
Ramechhap,2008,4.5451
Ramechhap,2009,4.7923
Ramechhap,2010,4.7534
Ramechhap,2011,4.5094
Ramechhap,2012,4.8547
Ramechhap,2013,4.6054
Ramechhap,2014,4.7023
Ramechhap,2015,4.4738
Ramechhap,2016,4.5
Ramechhap,2017,4.4959
Ramechhap,2018,4.3843
Ramechhap,2019,4.3855
Ramechhap,2020,4.2144
Ramechhap,2021,4.2511
Ramechhap,2022,4.2103
Ramechhap,2023,4.2982
Ramechhap,2024,4.2494
Rasuwa,1984,5.1038
Rasuwa,1985,4.9066
Rasuwa,1986,5.0045
Rasuwa,1987,4.6711
Rasuwa,1988,4.9058
Rasuwa,1989,4.9728
Rasuwa,1990,4.9073
Rasuwa,1991,4.9872
Rasuwa,1992,5.0772
Rasuwa,1993,4.951
Rasuwa,1994,4.9553
Rasuwa,1995,4.9406
Rasuwa,1996,4.9102
Rasuwa,1997,4.8773
Rasuwa,1998,4.9001
Rasuwa,1999,5.0184
Rasuwa,2000,4.8982
Rasuwa,2001,5.2255
Rasuwa,2002,4.9258
Rasuwa,2003,4.9927
Rasuwa,2004,4.8737
Rasuwa,2005,4.7386
Rasuwa,2006,4.8506
Rasuwa,2007,4.789
Rasuwa,2008,4.931
Rasuwa,2009,5.1091
Rasuwa,2010,5.0172
Rasuwa,2011,4.7323
Rasuwa,2012,4.9886
Rasuwa,2013,4.6166
Rasuwa,2014,4.793
Rasuwa,2015,4.7112
Rasuwa,2016,4.8593
Rasuwa,2017,4.9126
Rasuwa,2018,4.7916
Rasuwa,2019,4.7861
Rasuwa,2020,4.7911
Rasuwa,2021,4.673
Rasuwa,2022,4.6723
Rasuwa,2023,4.775
Rasuwa,2024,4.7213
Sindhuli,1984,4.9234
Sindhuli,1985,5.0628
Sindhuli,1986,5.2992
Sindhuli,1987,4.9788
Sindhuli,1988,4.9824
Sindhuli,1989,5.2193
Sindhuli,1990,4.9512
Sindhuli,1991,4.9735
Sindhuli,1992,5.1319
Sindhuli,1993,4.9202
Sindhuli,1994,5.1158
Sindhuli,1995,5.2294
Sindhuli,1996,5.1775
Sindhuli,1997,5.0962
Sindhuli,1998,4.9963
Sindhuli,1999,5.0042
Sindhuli,2000,4.854
Sindhuli,2001,4.8502
Sindhuli,2002,4.7609
Sindhuli,2003,4.8228
Sindhuli,2004,4.6644
Sindhuli,2005,4.8794
Sindhuli,2006,4.8223
Sindhuli,2007,4.7018
Sindhuli,2008,4.8082
Sindhuli,2009,4.9913
Sindhuli,2010,4.9428
Sindhuli,2011,4.7837
Sindhuli,2012,5.0978
Sindhuli,2013,4.847
Sindhuli,2014,4.9495
Sindhuli,2015,4.745
Sindhuli,2016,4.7038
Sindhuli,2017,4.8197
Sindhuli,2018,4.6949
Sindhuli,2019,4.6896
Sindhuli,2020,4.4837
Sindhuli,2021,4.4868
Sindhuli,2022,4.608
Sindhuli,2023,4.6798
Sindhuli,2024,4.6334
Sindhupalchok,1984,4.9234
Sindhupalchok,1985,5.0628
Sindhupalchok,1986,5.2992
Sindhupalchok,1987,4.9788
Sindhupalchok,1988,4.9824
Sindhupalchok,1989,5.2193
Sindhupalchok,1990,4.9512
Sindhupalchok,1991,4.9735
Sindhupalchok,1992,5.1319
Sindhupalchok,1993,4.9202
Sindhupalchok,1994,5.1158
Sindhupalchok,1995,5.2294
Sindhupalchok,1996,5.1775
Sindhupalchok,1997,5.0962
Sindhupalchok,1998,4.9963
Sindhupalchok,1999,5.0042
Sindhupalchok,2000,4.854
Sindhupalchok,2001,4.8502
Sindhupalchok,2002,4.7609
Sindhupalchok,2003,4.8228
Sindhupalchok,2004,4.6644
Sindhupalchok,2005,4.8794
Sindhupalchok,2006,4.8223
Sindhupalchok,2007,4.7018
Sindhupalchok,2008,4.8082
Sindhupalchok,2009,4.9913
Sindhupalchok,2010,4.9428
Sindhupalchok,2011,4.7837
Sindhupalchok,2012,5.0978
Sindhupalchok,2013,4.847
Sindhupalchok,2014,4.9495
Sindhupalchok,2015,4.745
Sindhupalchok,2016,4.7038
Sindhupalchok,2017,4.8197
Sindhupalchok,2018,4.6949
Sindhupalchok,2019,4.6896
Sindhupalchok,2020,4.4837
Sindhupalchok,2021,4.4868
Sindhupalchok,2022,4.608
Sindhupalchok,2023,4.6798
Sindhupalchok,2024,4.6334
Baglung,1984,4.9632
Baglung,1985,4.8626
Baglung,1986,4.8014
Baglung,1987,4.9116
Baglung,1988,4.9318
Baglung,1989,5.0208
Baglung,1990,4.8938
Baglung,1991,4.9562
Baglung,1992,5.1091
Baglung,1993,4.7954
Baglung,1994,5.0525
Baglung,1995,5.0102
Baglung,1996,4.951
Baglung,1997,4.7942
Baglung,1998,4.8019
Baglung,1999,4.9541
Baglung,2000,4.603
Baglung,2001,4.7863
Baglung,2002,4.542
Baglung,2003,4.614
Baglung,2004,4.578
Baglung,2005,4.5602
Baglung,2006,4.602
Baglung,2007,4.5924
Baglung,2008,4.625
Baglung,2009,4.9166
Baglung,2010,4.8984
Baglung,2011,4.6543
Baglung,2012,4.8072
Baglung,2013,4.585
Baglung,2014,4.8067
Baglung,2015,4.632
Baglung,2016,4.7028
Baglung,2017,4.5739
Baglung,2018,4.5295
Baglung,2019,4.4844
Baglung,2020,4.404
Baglung,2021,4.2955
Baglung,2022,4.3822
Baglung,2023,4.3699
Baglung,2024,4.447
Gorkha,1984,5.118
Gorkha,1985,4.8874
Gorkha,1986,4.8727
Gorkha,1987,4.8247
Gorkha,1988,4.8989
Gorkha,1989,5.0527
Gorkha,1990,4.9332
Gorkha,1991,5.0251
Gorkha,1992,5.0947
Gorkha,1993,4.9279
Gorkha,1994,5.0892
Gorkha,1995,5.0112
Gorkha,1996,4.9058
Gorkha,1997,4.8214
Gorkha,1998,4.7995
Gorkha,1999,4.8084
Gorkha,2000,4.5672
Gorkha,2001,4.8708
Gorkha,2002,4.5338
Gorkha,2003,4.6572
Gorkha,2004,4.5583
Gorkha,2005,4.4554
Gorkha,2006,4.6073
Gorkha,2007,4.441
Gorkha,2008,4.525
Gorkha,2009,4.7071
Gorkha,2010,4.7071
Gorkha,2011,4.4328
Gorkha,2012,4.6368
Gorkha,2013,4.3769
Gorkha,2014,4.5319
Gorkha,2015,4.4311
Gorkha,2016,4.5703
Gorkha,2017,4.5516
Gorkha,2018,4.4534
Gorkha,2019,4.4369
Gorkha,2020,4.3639
Gorkha,2021,4.2595
Gorkha,2022,4.3085
Gorkha,2023,4.369
Gorkha,2024,4.3423
Kaski,1984,4.9632
Kaski,1985,4.8626
Kaski,1986,4.8014
Kaski,1987,4.9116
Kaski,1988,4.9318
Kaski,1989,5.0208
Kaski,1990,4.8938
Kaski,1991,4.9562
Kaski,1992,5.1091
Kaski,1993,4.7954
Kaski,1994,5.0525
Kaski,1995,5.0102
Kaski,1996,4.951
Kaski,1997,4.7942
Kaski,1998,4.8019
Kaski,1999,4.9541
Kaski,2000,4.603
Kaski,2001,4.7863
Kaski,2002,4.542
Kaski,2003,4.614
Kaski,2004,4.578
Kaski,2005,4.5602
Kaski,2006,4.602
Kaski,2007,4.5924
Kaski,2008,4.625
Kaski,2009,4.9166
Kaski,2010,4.8984
Kaski,2011,4.6543
Kaski,2012,4.8072
Kaski,2013,4.585
Kaski,2014,4.8067
Kaski,2015,4.632
Kaski,2016,4.7028
Kaski,2017,4.5739
Kaski,2018,4.5295
Kaski,2019,4.4844
Kaski,2020,4.404
Kaski,2021,4.2955
Kaski,2022,4.3822
Kaski,2023,4.3699
Kaski,2024,4.447
Lamjung,1984,5.118
Lamjung,1985,4.8874
Lamjung,1986,4.8727
Lamjung,1987,4.8247
Lamjung,1988,4.8989
Lamjung,1989,5.0527
Lamjung,1990,4.9332
Lamjung,1991,5.0251
Lamjung,1992,5.0947
Lamjung,1993,4.9279
Lamjung,1994,5.0892
Lamjung,1995,5.0112
Lamjung,1996,4.9058
Lamjung,1997,4.8214
Lamjung,1998,4.7995
Lamjung,1999,4.8084
Lamjung,2000,4.5672
Lamjung,2001,4.8708
Lamjung,2002,4.5338
Lamjung,2003,4.6572
Lamjung,2004,4.5583
Lamjung,2005,4.4554
Lamjung,2006,4.6073
Lamjung,2007,4.441
Lamjung,2008,4.525
Lamjung,2009,4.7071
Lamjung,2010,4.7071
Lamjung,2011,4.4328
Lamjung,2012,4.6368
Lamjung,2013,4.3769
Lamjung,2014,4.5319
Lamjung,2015,4.4311
Lamjung,2016,4.5703
Lamjung,2017,4.5516
Lamjung,2018,4.4534
Lamjung,2019,4.4369
Lamjung,2020,4.3639
Lamjung,2021,4.2595
Lamjung,2022,4.3085
Lamjung,2023,4.369
Lamjung,2024,4.3423
Manang,1984,5.118
Manang,1985,4.8874
Manang,1986,4.8727
Manang,1987,4.8247
Manang,1988,4.8989
Manang,1989,5.0527
Manang,1990,4.9332
Manang,1991,5.0251
Manang,1992,5.0947
Manang,1993,4.9279
Manang,1994,5.0892
Manang,1995,5.0112
Manang,1996,4.9058
Manang,1997,4.8214
Manang,1998,4.7995
Manang,1999,4.8084
Manang,2000,4.5672
Manang,2001,4.8708
Manang,2002,4.5338
Manang,2003,4.6572
Manang,2004,4.5583
Manang,2005,4.4554
Manang,2006,4.6073
Manang,2007,4.441
Manang,2008,4.525
Manang,2009,4.7071
Manang,2010,4.7071
Manang,2011,4.4328
Manang,2012,4.6368
Manang,2013,4.3769
Manang,2014,4.5319
Manang,2015,4.4311
Manang,2016,4.5703
Manang,2017,4.5516
Manang,2018,4.4534
Manang,2019,4.4369
Manang,2020,4.3639
Manang,2021,4.2595
Manang,2022,4.3085
Manang,2023,4.369
Manang,2024,4.3423
Mustang,1984,4.9632
Mustang,1985,4.8626
Mustang,1986,4.8014
Mustang,1987,4.9116
Mustang,1988,4.9318
Mustang,1989,5.0208
Mustang,1990,4.8938
Mustang,1991,4.9562
Mustang,1992,5.1091
Mustang,1993,4.7954
Mustang,1994,5.0525
Mustang,1995,5.0102
Mustang,1996,4.951
Mustang,1997,4.7942
Mustang,1998,4.8019
Mustang,1999,4.9541
Mustang,2000,4.603
Mustang,2001,4.7863
Mustang,2002,4.542
Mustang,2003,4.614
Mustang,2004,4.578
Mustang,2005,4.5602
Mustang,2006,4.602
Mustang,2007,4.5924
Mustang,2008,4.625
Mustang,2009,4.9166
Mustang,2010,4.8984
Mustang,2011,4.6543
Mustang,2012,4.8072
Mustang,2013,4.585
Mustang,2014,4.8067
Mustang,2015,4.632
Mustang,2016,4.7028
Mustang,2017,4.5739
Mustang,2018,4.5295
Mustang,2019,4.4844
Mustang,2020,4.404
Mustang,2021,4.2955
Mustang,2022,4.3822
Mustang,2023,4.3699
Mustang,2024,4.447
Myagdi,1984,4.9632
Myagdi,1985,4.8626
Myagdi,1986,4.8014
Myagdi,1987,4.9116
Myagdi,1988,4.9318
Myagdi,1989,5.0208
Myagdi,1990,4.8938
Myagdi,1991,4.9562
Myagdi,1992,5.1091
Myagdi,1993,4.7954
Myagdi,1994,5.0525
Myagdi,1995,5.0102
Myagdi,1996,4.951
Myagdi,1997,4.7942
Myagdi,1998,4.8019
Myagdi,1999,4.9541
Myagdi,2000,4.603
Myagdi,2001,4.7863
Myagdi,2002,4.542
Myagdi,2003,4.614
Myagdi,2004,4.578
Myagdi,2005,4.5602
Myagdi,2006,4.602
Myagdi,2007,4.5924
Myagdi,2008,4.625
Myagdi,2009,4.9166
Myagdi,2010,4.8984
Myagdi,2011,4.6543
Myagdi,2012,4.8072
Myagdi,2013,4.585
Myagdi,2014,4.8067
Myagdi,2015,4.632
Myagdi,2016,4.7028
Myagdi,2017,4.5739
Myagdi,2018,4.5295
Myagdi,2019,4.4844
Myagdi,2020,4.404
Myagdi,2021,4.2955
Myagdi,2022,4.3822
Myagdi,2023,4.3699
Myagdi,2024,4.447
Nawalpur,1984,5.0095
Nawalpur,1985,5.023
Nawalpur,1986,5.1626
Nawalpur,1987,4.9118
Nawalpur,1988,4.9126
Nawalpur,1989,5.0978
Nawalpur,1990,4.9375
Nawalpur,1991,4.8161
Nawalpur,1992,5.125
Nawalpur,1993,4.913
Nawalpur,1994,5.1838
Nawalpur,1995,5.1475
Nawalpur,1996,5.0722
Nawalpur,1997,5.0443
Nawalpur,1998,4.9111
Nawalpur,1999,5.1108
Nawalpur,2000,4.8989
Nawalpur,2001,5.0198
Nawalpur,2002,4.8593
Nawalpur,2003,4.9502
Nawalpur,2004,4.8494
Nawalpur,2005,4.9954
Nawalpur,2006,4.9483
Nawalpur,2007,4.7808
Nawalpur,2008,4.8869
Nawalpur,2009,5.1161
Nawalpur,2010,4.9879
Nawalpur,2011,4.8967
Nawalpur,2012,5.0808
Nawalpur,2013,4.8614
Nawalpur,2014,4.9855
Nawalpur,2015,4.8595
Nawalpur,2016,4.7882
Nawalpur,2017,4.8972
Nawalpur,2018,4.8048
Nawalpur,2019,4.757
Nawalpur,2020,4.5466
Nawalpur,2021,4.505
Nawalpur,2022,4.7222
Nawalpur,2023,4.7338
Nawalpur,2024,4.6802
Parbat,1984,4.9632
Parbat,1985,4.8626
Parbat,1986,4.8014
Parbat,1987,4.9116
Parbat,1988,4.9318
Parbat,1989,5.0208
Parbat,1990,4.8938
Parbat,1991,4.9562
Parbat,1992,5.1091
Parbat,1993,4.7954
Parbat,1994,5.0525
Parbat,1995,5.0102
Parbat,1996,4.951
Parbat,1997,4.7942
Parbat,1998,4.8019
Parbat,1999,4.9541
Parbat,2000,4.603
Parbat,2001,4.7863
Parbat,2002,4.542
Parbat,2003,4.614
Parbat,2004,4.578
Parbat,2005,4.5602
Parbat,2006,4.602
Parbat,2007,4.5924
Parbat,2008,4.625
Parbat,2009,4.9166
Parbat,2010,4.8984
Parbat,2011,4.6543
Parbat,2012,4.8072
Parbat,2013,4.585
Parbat,2014,4.8067
Parbat,2015,4.632
Parbat,2016,4.7028
Parbat,2017,4.5739
Parbat,2018,4.5295
Parbat,2019,4.4844
Parbat,2020,4.404
Parbat,2021,4.2955
Parbat,2022,4.3822
Parbat,2023,4.3699
Parbat,2024,4.447
Syangja,1984,4.9632
Syangja,1985,4.8626
Syangja,1986,4.8014
